"","State","Year","Month","ILITotal","TotalPatients"
"2206","Montana",2018,7,0,6332
"2207","Montana",2018,8,0,7049
"2208","Montana",2018,9,0,6631
"2209","Nebraska",2010,10,283,11014
"2210","Nebraska",2010,11,216,12414
"2211","Nebraska",2010,12,363,13433
"2212","Nebraska",2011,1,545,15642
"2213","Nebraska",2011,2,738,13067
"2214","Nebraska",2011,3,588,13172
"2215","Nebraska",2011,4,139,13739
"2216","Nebraska",2011,5,27,8252
"2217","Nebraska",2011,6,11,5482
"2218","Nebraska",2011,7,9,7126
"2219","Nebraska",2011,8,11,5744
"2220","Nebraska",2011,9,63,4847
"2221","Nebraska",2011,10,128,14055
"2222","Nebraska",2011,11,189,11605
"2223","Nebraska",2011,12,421,16013
"2224","Nebraska",2012,1,408,14074
"2225","Nebraska",2012,2,487,14159
"2226","Nebraska",2012,3,470,15571
"2227","Nebraska",2012,4,225,11834
"2228","Nebraska",2012,5,212,7059
"2229","Nebraska",2012,6,27,6365
"2230","Nebraska",2012,7,30,5546
"2231","Nebraska",2012,8,69,5416
"2232","Nebraska",2012,9,285,7051
"2233","Nebraska",2012,10,349,12526
"2234","Nebraska",2012,11,319,12391
"2235","Nebraska",2012,12,854,18003
"2236","Nebraska",2013,1,1585,16693
"2237","Nebraska",2013,2,891,13363
"2238","Nebraska",2013,3,555,15332
"2239","Nebraska",2013,4,253,9985
"2240","Nebraska",2013,5,185,7873
"2241","Nebraska",2013,6,50,5266
"2242","Nebraska",2013,7,17,3092
"2243","Nebraska",2013,8,163,6115
"2244","Nebraska",2013,9,252,5904
"2245","Nebraska",2013,10,72,9654
"2246","Nebraska",2013,11,89,12094
"2247","Nebraska",2013,12,94,9073
"2248","Nebraska",2014,1,197,9632
"2249","Nebraska",2014,2,156,10228
"2250","Nebraska",2014,3,102,13310
"2251","Nebraska",2014,4,58,10269
"2252","Nebraska",2014,5,39,8016
"2253","Nebraska",2014,6,28,3936
"2254","Nebraska",2014,7,26,3505
"2255","Nebraska",2014,8,46,4906
"2256","Nebraska",2014,9,56,4018
"2257","Nebraska",2014,10,77,11069
"2258","Nebraska",2014,11,73,12502
"2259","Nebraska",2014,12,225,9892
"2260","Nebraska",2015,1,498,13240
"2261","Nebraska",2015,2,206,11071
"2262","Nebraska",2015,3,240,11086
"2263","Nebraska",2015,4,133,10371
"2264","Nebraska",2015,5,69,9109
"2265","Nebraska",2015,6,41,6940
"2266","Nebraska",2015,7,34,5636
"2267","Nebraska",2015,8,48,6657
"2268","Nebraska",2015,9,39,6014
"2269","Nebraska",2015,10,72,14510
"2270","Nebraska",2015,11,88,13229
"2271","Nebraska",2015,12,66,12021
"2272","Nebraska",2016,1,70,15739
"2273","Nebraska",2016,2,96,13208
"2274","Nebraska",2016,3,170,13512
"2275","Nebraska",2016,4,111,17124
"2276","Nebraska",2016,5,34,10097
"2277","Nebraska",2016,6,28,6567
"2278","Nebraska",2016,7,31,9044
"2279","Nebraska",2016,8,26,7483
"2280","Nebraska",2016,9,31,7810
"2281","Nebraska",2016,10,36,14251
"2282","Nebraska",2016,11,59,12052
"2283","Nebraska",2016,12,111,15326
"2284","Nebraska",2017,1,261,11734
"2285","Nebraska",2017,2,363,12371
"2286","Nebraska",2017,3,188,12392
"2287","Nebraska",2017,4,84,13491
"2288","Nebraska",2017,5,20,7654
"2289","Nebraska",2017,6,18,6060
"2290","Nebraska",2017,7,16,7628
"2291","Nebraska",2017,8,40,6214
"2292","Nebraska",2017,9,45,6080
"2293","Nebraska",2017,10,641,39667
"2294","Nebraska",2017,11,860,33173
"2295","Nebraska",2017,12,1631,46916
"2296","Nebraska",2018,1,1826,37179
"2297","Nebraska",2018,2,2948,39874
"2298","Nebraska",2018,3,2065,44204
"2299","Nebraska",2018,4,734,31278
"2300","Nebraska",2018,5,434,30425
"2301","Nebraska",2018,6,310,31413
"2302","Nebraska",2018,7,264,26335
"2303","Nebraska",2018,8,331,25644
"2304","Nebraska",2018,9,545,28468
"2305","Nevada",2010,10,774,44500
"2306","Nevada",2010,11,872,41661
"2307","Nevada",2010,12,1654,47783
"2308","Nevada",2011,1,3266,91451
"2309","Nevada",2011,2,3077,77605
"2310","Nevada",2011,3,2208,59790
"2311","Nevada",2011,4,1781,80902
"2312","Nevada",2011,5,637,36678
"2313","Nevada",2011,6,233,27457
"2314","Nevada",2011,7,165,32979
"2315","Nevada",2011,8,129,26702
"2316","Nevada",2011,9,150,28819
"2317","Nevada",2011,10,358,68270
"2318","Nevada",2011,11,373,55542
"2319","Nevada",2011,12,499,59083
"2320","Nevada",2012,1,417,41736
"2321","Nevada",2012,2,947,52064
"2322","Nevada",2012,3,1214,65948
"2323","Nevada",2012,4,523,62093
"2324","Nevada",2012,5,351,39005
"2325","Nevada",2012,6,359,54437
"2326","Nevada",2012,7,139,46349
"2327","Nevada",2012,8,128,31475
"2328","Nevada",2012,9,274,33172
"2329","Nevada",2012,10,381,63213
"2330","Nevada",2012,11,378,58276
"2331","Nevada",2012,12,724,64356
"2332","Nevada",2013,1,1690,61410
"2333","Nevada",2013,2,1745,57045
"2334","Nevada",2013,3,887,35816
"2335","Nevada",2013,4,334,26440
"2336","Nevada",2013,5,283,26470
"2337","Nevada",2013,6,252,27789
"2338","Nevada",2013,7,113,19336
"2339","Nevada",2013,8,114,24733
"2340","Nevada",2013,9,116,19166
"2341","Nevada",2013,10,453,64096
"2342","Nevada",2013,11,886,84530
"2343","Nevada",2013,12,1627,68196
"2344","Nevada",2014,1,2155,74204
"2345","Nevada",2014,2,1245,74680
"2346","Nevada",2014,3,878,89831
"2347","Nevada",2014,4,515,68485
"2348","Nevada",2014,5,649,80652
"2349","Nevada",2014,6,380,58674
"2350","Nevada",2014,7,266,55581
"2351","Nevada",2014,8,231,71214
"2352","Nevada",2014,9,302,58963
"2353","Nevada",2014,10,262,50925
"2354","Nevada",2014,11,541,62209
"2355","Nevada",2014,12,940,50547
"2356","Nevada",2015,1,2374,64452
"2357","Nevada",2015,2,1024,53572
"2358","Nevada",2015,3,600,53323
"2359","Nevada",2015,4,406,50524
"2360","Nevada",2015,5,283,59948
"2361","Nevada",2015,6,126,43406
"2362","Nevada",2015,7,68,42911
"2363","Nevada",2015,8,126,37521
"2364","Nevada",2015,9,122,16205
"2365","Nevada",2015,10,329,55717
"2366","Nevada",2015,11,326,49790
"2367","Nevada",2015,12,489,50400
"2368","Nevada",2016,1,792,66751
"2369","Nevada",2016,2,1106,56552
"2370","Nevada",2016,3,1164,49312
"2371","Nevada",2016,4,501,62322
"2372","Nevada",2016,5,201,49794
"2373","Nevada",2016,6,139,46387
"2374","Nevada",2016,7,152,52637
"2375","Nevada",2016,8,85,42297
"2376","Nevada",2016,9,157,44956
"2377","Nevada",2016,10,399,82355
"2378","Nevada",2016,11,708,70614
"2379","Nevada",2016,12,1507,88958
"2380","Nevada",2017,1,1218,72513
"2381","Nevada",2017,2,1155,75524
"2382","Nevada",2017,3,869,76475
"2383","Nevada",2017,4,742,91754
"2384","Nevada",2017,5,486,65920
"2385","Nevada",2017,6,439,68502
"2386","Nevada",2017,7,218,71598
"2387","Nevada",2017,8,210,67013
"2388","Nevada",2017,9,378,84204
"2389","Nevada",2017,10,490,72699
"2390","Nevada",2017,11,753,71951
"2391","Nevada",2017,12,2160,94350
"2392","Nevada",2018,1,2274,79341
"2393","Nevada",2018,2,2034,76276
"2394","Nevada",2018,3,1199,86417
"2395","Nevada",2018,4,502,66489
"2396","Nevada",2018,5,331,55457
"2397","Nevada",2018,6,373,73429
"2398","Nevada",2018,7,180,51517
"2399","Nevada",2018,8,149,46322
"2400","Nevada",2018,9,233,32427
"2401","New Hampshire",2010,10,34,19660
"2402","New Hampshire",2010,11,57,20659
"2403","New Hampshire",2010,12,33,19651
"2404","New Hampshire",2011,1,78,22976
"2405","New Hampshire",2011,2,138,20685
"2406","New Hampshire",2011,3,119,19877
"2407","New Hampshire",2011,4,48,24397
"2408","New Hampshire",2011,5,10,15844
"2409","New Hampshire",2011,6,2,10717
"2410","New Hampshire",2011,7,2,13674
"2411","New Hampshire",2011,8,2,12774
"2412","New Hampshire",2011,9,5,12292
"2413","New Hampshire",2011,10,49,22302
"2414","New Hampshire",2011,11,63,20303
"2415","New Hampshire",2011,12,72,23584
"2416","New Hampshire",2012,1,40,19057
"2417","New Hampshire",2012,2,55,21039
"2418","New Hampshire",2012,3,28,24029
"2419","New Hampshire",2012,4,32,18499
"2420","New Hampshire",2012,5,14,14955
"2421","New Hampshire",2012,6,9,13817
"2422","New Hampshire",2012,7,2,9957
"2423","New Hampshire",2012,8,3,10449
"2424","New Hampshire",2012,9,8,13653
"2425","New Hampshire",2012,10,29,18873
"2426","New Hampshire",2012,11,26,16443
"2427","New Hampshire",2012,12,215,21004
"2428","New Hampshire",2013,1,401,17829
"2429","New Hampshire",2013,2,116,18268
"2430","New Hampshire",2013,3,102,20610
"2431","New Hampshire",2013,4,50,16091
"2432","New Hampshire",2013,5,7,11885
"2433","New Hampshire",2013,6,4,11923
"2434","New Hampshire",2013,7,5,9644
"2435","New Hampshire",2013,8,5,11657
"2436","New Hampshire",2013,9,7,8908
"2437","New Hampshire",2013,10,16,21020
"2438","New Hampshire",2013,11,46,23247
"2439","New Hampshire",2013,12,28,14975
"2440","New Hampshire",2014,1,130,15119
"2441","New Hampshire",2014,2,95,16607
"2442","New Hampshire",2014,3,56,18768
"2443","New Hampshire",2014,4,55,16156
"2444","New Hampshire",2014,5,21,14154
"2445","New Hampshire",2014,6,3,9656
"2446","New Hampshire",2014,7,3,7826
"2447","New Hampshire",2014,8,2,9626
"2448","New Hampshire",2014,9,7,8698
"2449","New Hampshire",2014,10,23,19107
"2450","New Hampshire",2014,11,55,23365
"2451","New Hampshire",2014,12,33,16213
"2452","New Hampshire",2015,1,300,22362
"2453","New Hampshire",2015,2,255,19083
"2454","New Hampshire",2015,3,93,18468
"2455","New Hampshire",2015,4,66,17984
"2456","New Hampshire",2015,5,24,20114
"2457","New Hampshire",2015,6,9,13963
"2458","New Hampshire",2015,7,2,11184
"2459","New Hampshire",2015,8,3,14062
"2460","New Hampshire",2015,9,8,10146
"2461","New Hampshire",2015,10,28,20486
"2462","New Hampshire",2015,11,33,15051
"2463","New Hampshire",2015,12,78,17780
"2464","New Hampshire",2016,1,90,20577
"2465","New Hampshire",2016,2,123,18809
"2466","New Hampshire",2016,3,207,18538
"2467","New Hampshire",2016,4,188,23874
"2468","New Hampshire",2016,5,70,16169
"2469","New Hampshire",2016,6,38,11783
"2470","New Hampshire",2016,7,36,12784
"2471","New Hampshire",2016,8,36,7792
"2472","New Hampshire",2016,9,32,7867
"2473","New Hampshire",2016,10,51,18323
"2474","New Hampshire",2016,11,63,14930
"2475","New Hampshire",2016,12,69,17947
"2476","New Hampshire",2017,1,86,14425
"2477","New Hampshire",2017,2,188,14554
"2478","New Hampshire",2017,3,153,13405
"2479","New Hampshire",2017,4,189,18340
"2480","New Hampshire",2017,5,62,13119
"2481","New Hampshire",2017,6,32,9428
"2482","New Hampshire",2017,7,41,9510
"2483","New Hampshire",2017,8,27,6265
"2484","New Hampshire",2017,9,51,10540
"2485","New Hampshire",2017,10,75,13927
"2486","New Hampshire",2017,11,73,12065
"2487","New Hampshire",2017,12,106,14066
"2488","New Hampshire",2018,1,275,10453
"2489","New Hampshire",2018,2,715,13429
"2490","New Hampshire",2018,3,228,14514
"2491","New Hampshire",2018,4,88,10901
"2492","New Hampshire",2018,5,47,9584
"2493","New Hampshire",2018,6,45,6704
"2494","New Hampshire",2018,7,18,4995
"2495","New Hampshire",2018,8,50,5189
"2496","New Hampshire",2018,9,34,5462
"2497","New Jersey",2010,10,759,30896
"2498","New Jersey",2010,11,583,27158
"2499","New Jersey",2010,12,801,24678
"2500","New Jersey",2011,1,1324,26636
"2501","New Jersey",2011,2,1568,25910
"2502","New Jersey",2011,3,1071,22203
"2503","New Jersey",2011,4,889,27429
"2504","New Jersey",2011,5,519,20727
"2505","New Jersey",2011,6,492,17529
"2506","New Jersey",2011,7,75,19242
"2507","New Jersey",2011,8,52,12595
"2508","New Jersey",2011,9,62,18051
"2509","New Jersey",2011,10,219,28067
"2510","New Jersey",2011,11,235,20206
"2511","New Jersey",2011,12,218,22549
"2512","New Jersey",2012,1,144,18397
"2513","New Jersey",2012,2,170,20752
"2514","New Jersey",2012,3,237,23999
"2515","New Jersey",2012,4,175,18969
"2516","New Jersey",2012,5,89,16086
"2517","New Jersey",2012,6,26,15877
"2518","New Jersey",2012,7,15,10649
"2519","New Jersey",2012,8,10,7323
"2520","New Jersey",2012,9,94,13959
"2521","New Jersey",2012,10,335,22690
"2522","New Jersey",2012,11,304,20919
"2523","New Jersey",2012,12,875,29710
"2524","New Jersey",2013,1,1371,26701
"2525","New Jersey",2013,2,1015,23797
"2526","New Jersey",2013,3,713,23650
"2527","New Jersey",2013,4,289,16612
"2528","New Jersey",2013,5,270,16179
"2529","New Jersey",2013,6,253,16217
"2530","New Jersey",2013,7,109,11396
"2531","New Jersey",2013,8,215,15001
"2532","New Jersey",2013,9,225,23196
"2533","New Jersey",2013,10,710,43832
"2534","New Jersey",2013,11,922,52450
"2535","New Jersey",2013,12,713,37567
"2536","New Jersey",2014,1,1045,32940
"2537","New Jersey",2014,2,1160,36272
"2538","New Jersey",2014,3,1500,52837
"2539","New Jersey",2014,4,1052,37625
"2540","New Jersey",2014,5,1046,46160
"2541","New Jersey",2014,6,575,27749
"2542","New Jersey",2014,7,332,27169
"2543","New Jersey",2014,8,324,29874
"2544","New Jersey",2014,9,426,28546
"2545","New Jersey",2014,10,675,38317
"2546","New Jersey",2014,11,901,50204
"2547","New Jersey",2014,12,1087,37998
"2548","New Jersey",2015,1,1654,41163
"2549","New Jersey",2015,2,1019,28489
"2550","New Jersey",2015,3,788,31339
"2551","New Jersey",2015,4,514,29670
"2552","New Jersey",2015,5,534,36528
"2553","New Jersey",2015,6,383,25582
"2554","New Jersey",2015,7,307,23448
"2555","New Jersey",2015,8,340,28806
"2556","New Jersey",2015,9,333,25974
"2557","New Jersey",2015,10,256,29485
"2558","New Jersey",2015,11,102,16321
"2559","New Jersey",2015,12,250,23471
"2560","New Jersey",2016,1,291,18506
"2561","New Jersey",2016,2,478,19337
"2562","New Jersey",2016,3,780,18492
"2563","New Jersey",2016,4,622,23767
"2564","New Jersey",2016,5,227,14970
"2565","New Jersey",2016,6,101,9866
"2566","New Jersey",2016,7,87,16999
"2567","New Jersey",2016,8,52,17182
"2568","New Jersey",2016,9,78,14121
"2569","New Jersey",2016,10,1576,65689
"2570","New Jersey",2016,11,1686,59221
"2571","New Jersey",2016,12,3112,79817
"2572","New Jersey",2017,1,3817,66709
"2573","New Jersey",2017,2,4095,67741
"2574","New Jersey",2017,3,2171,59610
"2575","New Jersey",2017,4,2474,82301
"2576","New Jersey",2017,5,1261,64064
"2577","New Jersey",2017,6,1086,57295
"2578","New Jersey",2017,7,953,67016
"2579","New Jersey",2017,8,691,53889
"2580","New Jersey",2017,9,1760,108662
"2581","New Jersey",2017,10,2043,104382
"2582","New Jersey",2017,11,2505,100586
"2583","New Jersey",2017,12,4289,127284
"2584","New Jersey",2018,1,6384,104563
"2585","New Jersey",2018,2,11904,117578
"2586","New Jersey",2018,3,4919,124169
"2587","New Jersey",2018,4,2453,101778
"2588","New Jersey",2018,5,1887,103895
"2589","New Jersey",2018,6,2072,123982
"2590","New Jersey",2018,7,1295,100986
"2591","New Jersey",2018,8,1281,98587
"2592","New Jersey",2018,9,2241,125076
"2593","New Mexico",2010,10,618,30328
"2594","New Mexico",2010,11,759,28603
"2595","New Mexico",2010,12,887,31717
"2596","New Mexico",2011,1,1514,40756
"2597","New Mexico",2011,2,2032,36518
"2598","New Mexico",2011,3,1338,35737
"2599","New Mexico",2011,4,857,41219
"2600","New Mexico",2011,5,464,28151
"2601","New Mexico",2011,6,242,18320
"2602","New Mexico",2011,7,240,23378
"2603","New Mexico",2011,8,220,20780
"2604","New Mexico",2011,9,321,19523
"2605","New Mexico",2011,10,692,37392
"2606","New Mexico",2011,11,806,30555
"2607","New Mexico",2011,12,864,35114
"2608","New Mexico",2012,1,753,31835
"2609","New Mexico",2012,2,875,34153
"2610","New Mexico",2012,3,1258,42524
"2611","New Mexico",2012,4,716,31325
"2612","New Mexico",2012,5,405,26969
"2613","New Mexico",2012,6,308,19808
"2614","New Mexico",2012,7,210,12967
"2615","New Mexico",2012,8,289,15310
"2616","New Mexico",2012,9,483,20982
"2617","New Mexico",2012,10,492,35849
"2618","New Mexico",2012,11,611,34308
"2619","New Mexico",2012,12,1310,41807
"2620","New Mexico",2013,1,1909,37132
"2621","New Mexico",2013,2,1479,37346
"2622","New Mexico",2013,3,972,44832
"2623","New Mexico",2013,4,463,35061
"2624","New Mexico",2013,5,429,31967
"2625","New Mexico",2013,6,290,29326
"2626","New Mexico",2013,7,220,22815
"2627","New Mexico",2013,8,357,32523
"2628","New Mexico",2013,9,417,23383
"2629","New Mexico",2013,10,804,44618
"2630","New Mexico",2013,11,1143,51661
"2631","New Mexico",2013,12,1312,38167
"2632","New Mexico",2014,1,2463,44693
"2633","New Mexico",2014,2,1713,44490
"2634","New Mexico",2014,3,1211,56911
"2635","New Mexico",2014,4,854,44593
"2636","New Mexico",2014,5,798,45131
"2637","New Mexico",2014,6,318,26974
"2638","New Mexico",2014,7,302,24648
"2639","New Mexico",2014,8,539,35614
"2640","New Mexico",2014,9,526,28845
"2641","New Mexico",2014,10,702,43627
"2642","New Mexico",2014,11,811,52689
"2643","New Mexico",2014,12,1531,43933
"2644","New Mexico",2015,1,2597,60075
"2645","New Mexico",2015,2,1564,51772
"2646","New Mexico",2015,3,1176,50125
"2647","New Mexico",2015,4,768,47926
"2648","New Mexico",2015,5,789,53956
"2649","New Mexico",2015,6,366,34231
"2650","New Mexico",2015,7,253,25099
"2651","New Mexico",2015,8,293,32365
"2652","New Mexico",2015,9,262,22550
"2653","New Mexico",2015,10,543,54331
"2654","New Mexico",2015,11,714,45539
"2655","New Mexico",2015,12,733,42834
"2656","New Mexico",2016,1,1124,54836
"2657","New Mexico",2016,2,1957,53014
"2658","New Mexico",2016,3,2485,55026
"2659","New Mexico",2016,4,1352,60097
"2660","New Mexico",2016,5,574,40876
"2661","New Mexico",2016,6,292,25249
"2662","New Mexico",2016,7,337,33869
"2663","New Mexico",2016,8,204,25158
"2664","New Mexico",2016,9,340,24163
"2665","New Mexico",2016,10,580,52014
"2666","New Mexico",2016,11,587,42580
"2667","New Mexico",2016,12,875,51912
"2668","New Mexico",2017,1,1146,45469
"2669","New Mexico",2017,2,2322,50126
"2670","New Mexico",2017,3,1468,45399
"2671","New Mexico",2017,4,902,52058
"2672","New Mexico",2017,5,456,33173
"2673","New Mexico",2017,6,313,25860
"2674","New Mexico",2017,7,283,28848
"2675","New Mexico",2017,8,273,23999
"2676","New Mexico",2017,9,475,32243
"2677","New Mexico",2017,10,585,70493
"2678","New Mexico",2017,11,1131,79911
"2679","New Mexico",2017,12,2323,89860
"2680","New Mexico",2018,1,4270,79456
"2681","New Mexico",2018,2,6624,86240
"2682","New Mexico",2018,3,2731,85949
"2683","New Mexico",2018,4,978,69257
"2684","New Mexico",2018,5,815,64570
"2685","New Mexico",2018,6,796,65523
"2686","New Mexico",2018,7,414,43225
"2687","New Mexico",2018,8,503,44596
"2688","New Mexico",2018,9,775,51068
"2689","New York",2010,10,4889,419144
